Group,name,Recording,ctrlength,length,contour_  1,contour_  2,contour_  3,contour_  4,contour_  5,contour_  6,contour_  7,contour_  8,contour_  9,contour_ 10,contour_ 11,contour_ 12,contour_ 13,contour_ 14,contour_ 15,contour_ 16,contour_ 17,contour_ 18,contour_ 19,contour_ 20,contour_ 21,contour_ 22,contour_ 23,contour_ 24,contour_ 25,contour_ 26,contour_ 27,contour_ 28,contour_ 29,contour_ 30,contour_ 31,contour_ 32,contour_ 33,contour_ 34,contour_ 35,contour_ 36,contour_ 37,contour_ 38,contour_ 39,contour_ 40,contour_ 41,contour_ 42,contour_ 43,contour_ 44,contour_ 45,contour_ 46,contour_ 47,contour_ 48,contour_ 49,contour_ 50,contour_ 51,contour_ 52,contour_ 53,contour_ 54,contour_ 55,contour_ 56,contour_ 57,contour_ 58,contour_ 59,contour_ 60,contour_ 61,contour_ 62,contour_ 63,contour_ 64,contour_ 65,contour_ 66,contour_ 67,contour_ 68,contour_ 69,contour_ 70,contour_ 71,contour_ 72,contour_ 73,contour_ 74,contour_ 75,contour_ 76,contour_ 77,contour_ 78,contour_ 79,contour_ 80,contour_ 81,contour_ 82,contour_ 83,contour_ 84,contour_ 85,contour_ 86,contour_ 87,contour_ 88,contour_ 89,contour_ 90,contour_ 91,contour_ 92,contour_ 93,contour_ 94,contour_ 95,contour_ 96,contour_ 97,contour_ 98,contour_ 99,contour_100,contour_101,contour_102,contour_103,contour_104,contour_105,contour_106,contour_107,contour_108,contour_109,contour_110,contour_111,contour_112,contour_113,contour_114,contour_115,contour_116,contour_117,contour_118,contour_119,contour_120,contour_121,contour_122,contour_123,contour_124,contour_125,contour_126,contour_127,contour_128,contour_129,contour_130,contour_131,contour_132,contour_133,contour_134,contour_135,contour_136,contour_137,contour_138,contour_139,contour_140,contour_141,contour_142,contour_143,contour_144,contour_145,contour_146,contour_147,contour_148,contour_149,contour_150,contour_151,contour_152,contour_153,contour_154,contour_155,contour_156,contour_157,contour_158,contour_159,contour_160,contour_161,contour_162,contour_163,contour_164,contour_165,contour_166,contour_167,contour_168,contour_169,contour_170,contour_171,contour_172,contour_173,contour_174,contour_175,contour_176,contour_177,contour_178,contour_179,contour_180,contour_181,contour_182,contour_183,contour_184,contour_185,contour_186,contour_187,contour_188,contour_189,contour_190,contour_191,contour_192,contour_193,contour_194,contour_195,contour_196,contour_197,contour_198,contour_199,contour_200,contour_201,contour_202,contour_203,contour_204,contour_205,contour_206,contour_207,contour_208,contour_209,contour_210,contour_211,contour_212,contour_213,contour_214,contour_215,contour_216,contour_217,contour_218,contour_219,contour_220,contour_221,contour_222,contour_223,contour_224,contour_225,contour_226,contour_227,contour_228,contour_229,contour_230,contour_231,contour_232,contour_233,contour_234,contour_235,contour_236,contour_237,contour_238,contour_239,contour_240,contour_241,contour_242,contour_243,contour_244,contour_245,contour_246,contour_247,contour_248,contour_249,contour_250,contour_251,contour_252,contour_253,contour_254,contour_255,contour_256,contour_257,contour_258,contour_259,contour_260,contour_261,contour_262,contour_263,contour_264,contour_265,contour_266,contour_267,contour_268,contour_269,contour_270,contour_271,contour_272,contour_273,contour_274,contour_275,contour_276,contour_277,contour_278,contour_279,contour_280,contour_281,contour_282,contour_283,contour_284,contour_285,contour_286,contour_287,contour_288,contour_289,contour_290,contour_291,contour_292,contour_293,contour_294,contour_295,contour_296,contour_297,contour_298,contour_299,contour_300,contour_301,contour_302,contour_303,contour_304,contour_305,contour_306,contour_307,contour_308,contour_309,contour_310,contour_311,contour_312,contour_313,contour_314,contour_315,contour_316,contour_317,contour_318,contour_319,contour_320,contour_321,contour_322,contour_323,contour_324,contour_325,contour_326,contour_327,contour_328,contour_329,contour_330,contour_331,contour_332,contour_333,contour_334,contour_335,contour_336,contour_337,contour_338,contour_339,contour_340,contour_341,contour_342,contour_343,contour_344,contour_345,contour_346,contour_347,contour_348,tempres,category,match
Bottlenose,bocas.T00000089.sel.16.ch01.ctr,T00000085,0.62976,63,16223.14453,16275.78735,16406.25,16442.87109,19381.71387,20084.3811,20787.04834,20910.64453,21697.99805,21826.17188,21913.14697,21979.52271,21981.81152,21910.85815,21775.81787,21459.96094,21459.96094,21391.29639,21276.85547,21265.41138,21304.32129,21386.71875,21459.96094,21393.58521,21551.51367,21606.44531,21665.95459,21716.30859,21752.92969,21789.55078,21789.55078,21826.17188,21826.17188,21789.55078,21752.92969,21716.30859,21716.30859,21716.30859,21716.30859,21716.30859,21716.30859,21716.30859,21679.6875,21672.82104,21606.44531,21569.82422,21492.00439,21439.36157,21350.09766,21240.23438,21162.41455,21093.75,20800.78125,20494.07959,20118.71338,19953.91846,19427.49023,18935.39429,17985.53467,17044.83032,16909.79004,16333.00781,15019.22607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,263,100
Bottlenose,bocas.T00000089.sel.17.ch01.ctr,T00000085,1.110186667,111,16772.46094,17626.19019,18630.98145,19345.09277,20690.91797,21283.72192,21670.53223,22119.14063,22338.86719,22338.86719,22311.40137,22288.51318,22155.76172,21984.10034,21711.73096,21553.80249,21569.82422,21455.3833,21281.43311,21313.47656,21350.09766,21020.50781,20764.16016,19924.16382,19226.07422,18969.72656,18846.13037,18493.65234,18237.30469,18310.54688,17175.29297,17159.27124,16809.08203,16809.08203,16584.77783,15779.11377,15444.94629,15131.37817,11114.50195,10551.45264,10217.28516,10107.42188,9677.124023,9741.210938,10134.8877,10672.76001,11654.66309,13879.39453,17065.42969,17227.93579,18530.27344,19530.48706,21304.32129,21759.79614,21752.92969,21752.92969,21789.55078,21823.88306,21665.95459,21643.06641,21496.58203,21327.20947,21093.75,20821.38062,20581.05469,20052.33765,19917.29736,19738.76953,19491.57715,19116.21094,18859.86328,18525.6958,18200.68359,17724.60938,17481.99463,17211.91406,16891.47949,16685.48584,16539.00146,16175.07935,15856.93359,15213.77563,14794.92188,14671.32568,14309.69238,14426.42212,13238.52539,10022.7356,8862.304688,7733.917236,7118.225098,6481.933594,6307.983398,6127.166748,5973.815918,5859.375,5859.375,5822.753906,5932.617188,6555.175781,6555.175781,6642.150879,7003.78418,7585.144043,8093.261719,8599.090576,8715.820313,8679.199219,8679.199219,8459.472656,8345.031738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,221,100
Artificial_MSG,bocas.T00000089.sel.18.ch01.ctr,T00000085,0.13952,14,9008.789063,8935.546875,8679.199219,8605.957031,8651.733398,8898.925781,9082.03125,9269.714355,9558.105469,9814.453125,10093.68896,10098.2666,11352.53906,12020.87402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,93,97.72393668
Bottlenose,bocas.T00000090.sel.09.ch01.ctr,T00000085,0.232106667,24,8935.546875,9542.08374,9667.96875,9667.96875,9448.242188,9411.621094,9448.242188,9448.242188,9301.757813,9372.711182,9375,9265.136719,9265.136719,9301.757813,9416.19873,9484.863281,9521.484375,9741.210938,9814.453125,9825.897217,9933.47168,10121.15479,10423.27881,10404.96826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,11,96.72671805
Bottlenose,bocas.T00000090.sel.15.ch01.ctr,T00000085,0.235946667,24,4541.015625,4797.363281,4797.363281,4797.363281,4797.363281,4687.5,4687.5,4687.5,4614.257813,4577.636719,4577.636719,4680.633545,4733.276367,4749.298096,4765.319824,4833.984375,4870.605469,4980.46875,5090.332031,5090.332031,5117.797852,5097.198486,5053.710938,5403.900146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,216,99.16030827
Artificial_MSG,bocas.T00000118.sel.07.ch01.ctr,T00000118,0.21888,22,7067.871094,8182.525635,8830.26123,9434.509277,10537.71973,11073.30322,11169.43359,11315.91797,11444.0918,11535.64453,11512.75635,11331.9397,10931.39648,10496.521,10029.60205,9835.05249,9704.589844,9610.748291,9484.863281,9484.863281,9484.863281,9661.102295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,322,100
Bottlenose,bocas.T00000118.sel.14.ch01.ctr,T00000118,0.090026667,9,7507.324219,6486.51123,5525.20752,4882.049561,4833.984375,4650.878906,4394.53125,4321.289063,4321.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,88,98.25737718
Bottlenose,bocas.T00000119.sel.09.ch01.ctr,T00000118,0.0704,7,8972.167969,10123.4436,9965.515137,9436.798096,9155.273438,9411.621094,9947.20459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,146,97.49814198
Artificial_MSG,bocas.T00000119.sel.18.ch01.ctr,T00000118,0.130133333,13,7141.113281,7031.25,7283.02002,7530.212402,7910.15625,8239.746094,8638.000488,8864.593506,9082.03125,9191.894531,9741.210938,10313.41553,10748.29102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,13,97.99083938
Bottlenose,bocas.T00000119.sel.21.ch01.ctr,T00000118,0.098986667,10,9082.03125,9228.515625,9553.527832,10327.14844,11123.65723,11476.13525,12071.22803,12929.53491,13970.94727,15113.06763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,26,98.14098787
Bottlenose,bocas.T00000119.sel.24.ch01.ctr,T00000118,0.118613333,12,3222.65625,4211.425781,4399.108887,5076.599121,6060.791016,7727.050781,8056.640625,9118.652344,9173.583984,9997.558594,10317.99316,10832.97729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,248,100
Artificial_MSG,bocas.T00000119.sel.25.ch01.ctr,T00000118,0.18816,19,3735.351563,4682.922363,5195.617676,6555.175781,6591.796875,6628.417969,6591.796875,6811.523438,7159.423828,7502.746582,7557.678223,7763.671875,8239.746094,8276.367188,8569.335938,9066.009521,9960.9375,10693.35938,11096.19141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,167,96.64028024
Bottlenose,bocas.T00000119.sel.32.ch01.ctr,T00000118,1.039786667,104,7763.671875,7800.292969,7983.398438,8631.134033,8596.801758,8642.578125,9141.540527,9775.543213,10034.17969,10507.96509,10729.98047,10810.08911,11096.19141,11267.85278,11613.46436,11791.99219,11975.09766,12048.33984,11796.56982,11157.9895,10528.56445,9594.726563,8358.764648,6021.881104,4431.152344,4135.894775,4472.351074,4614.257813,4669.189453,5580.13916,7177.734375,7580.566406,7690.429688,7727.050781,7868.95752,8152.770996,8395.385742,8539.581299,8569.335938,8638.000488,8898.925781,9452.819824,9814.453125,10070.80078,10510.25391,10594.94019,11242.67578,11409.75952,11279.29688,10416.41235,9320.068359,8278.656006,7626.342773,7257.843018,7040.405273,6369.781494,6079.101563,5239.105225,4820.251465,4650.878906,5062.866211,6568.908691,7685.852051,7873.535156,8386.230469,8532.714844,9919.73877,10217.28516,10601.80664,10883.3313,11228.94287,11462.40234,11608.88672,11682.12891,11723.32764,11345.67261,11499.02344,11146.54541,10871.88721,10006.71387,9777.832031,9736.633301,8340.454102,7800.292969,7333.374023,6481.933594,6019.592285,5422.210693,6353.759766,6843.566895,7507.324219,7624.053955,7836.914063,7910.15625,7987.976074,8317.565918,8349.609375,8459.472656,8532.714844,8628.845215,9228.515625,9441.375732,9860.229492,10036.46851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,172,100
Bottlenose,bocas.T00000119.sel.38.ch01.ctr,T00000118,0.065706667,7,6445.3125,6534.576416,7067.871094,7349.395752,7580.566406,7873.535156,8020.019531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,194,100
Artificial_MSG,bocas.T00000119.sel.43.ch01.ctr,T00000118,0.215893333,22,6958.007813,7376.861572,7868.95752,8177.947998,8203.125,8203.125,8226.013184,8496.09375,8642.578125,8715.820313,8802.79541,8935.546875,8972.167969,9008.789063,9008.789063,9045.410156,9045.410156,9008.789063,8940.124512,8642.578125,7507.324219,6555.175781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,13,96.77127436
Bottlenose,bocas.T00000119.sel.52.ch01.ctr,T00000118,0.122453333,13,10144.04297,10384.3689,10322.5708,10144.04297,10107.42188,9997.558594,9924.316406,9924.316406,9924.316406,10073.0896,10180.66406,10350.03662,10272.2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,11,99.45912981
Bottlenose,bocas.T00000120.sel.13.ch01.ctr,T00000118,0.276906667,28,11901.85547,11975.09766,11979.67529,11890.41138,11654.66309,11636.35254,12469.48242,11972.80884,11828.61328,11938.47656,12158.20313,12231.44531,12350.46387,12524.41406,12780.76172,12760.16235,12744.14063,12728.1189,12670.89844,12425.99487,12341.30859,12165.06958,11997.98584,11638.64136,11022.94922,10221.86279,9269.714355,8670.043945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,15,97.56340525
Artificial_MSG,bocas.T00000120.sel.17.ch01.ctr,T00000118,0.307626667,31,13476.5625,14932.25098,15229.79736,14929.96216,14904.78516,14685.05859,14456.17676,14238.73901,13916.01563,13774.10889,13041.68701,12860.87036,12771.60645,12332.15332,12117.00439,11865.23438,11975.09766,12288.66577,12368.77441,12403.10669,11654.66309,11206.05469,11206.05469,11206.05469,11206.05469,10839.84375,10363.76953,10240.17334,9622.192383,9434.509277,8454.89502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,102,98.86688987
Bottlenose,bocas.T00000121.sel.01.ch01.ctr,T00000118,0.35968,36,8972.167969,9265.136719,9594.726563,10144.04297,10345.45898,10496.521,10606.38428,10729.98047,10821.5332,10915.37476,10986.32813,11022.94922,11022.94922,11022.94922,11059.57031,11059.57031,11022.94922,11022.94922,10986.32813,10924.53003,10986.32813,10986.32813,10949.70703,10913.08594,10803.22266,10766.60156,10716.24756,10656.73828,10546.875,10473.63281,10400.39063,10363.76953,10217.28516,10029.60205,9704.589844,9205.627441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,284,98.62826085
Bottlenose,bocas.T00000121.sel.04.ch01.ctr,T00000118,0.070826667,8,8312.988281,8798.217773,8312.988281,8129.882813,8056.640625,7990.264893,7960.510254,7946.777344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,39,98.93336563
Artificial_MSG,bocas.T00000121.sel.06.ch01.ctr,T00000118,0.086613333,9,7946.777344,8182.525635,8056.640625,7752.227783,7525.634766,7507.324219,7566.833496,7653.808594,7672.119141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,39,98.45349665
Bottlenose,bocas.T00000121.sel.15.ch01.ctr,T00000118,0.10752,11,4211.425781,3421.783447,3625.488281,2684.783936,3167.724609,3259.277344,3259.277344,3332.519531,3405.761719,3442.382813,3428.649902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,187,100
